black_method,white_method,black_score,white_score,black_read_goal,white_read_goal,seed
nHand,nHand,34,30,1,2,85
nHand,nHand,46,18,1,2,86
nHand,nHand,24,40,1,2,87
nHand,nHand,32,32,1,2,88
nHand,nHand,26,38,1,2,89
nHand,nHand,40,24,1,2,90
nHand,nHand,26,38,1,2,91
nHand,nHand,30,34,1,2,92
nHand,nHand,19,45,1,2,93
nHand,nHand,25,39,1,2,94
nHand,nHand,40,24,1,2,95
nHand,nHand,30,34,1,2,96
nHand,nHand,43,21,1,2,97
nHand,nHand,33,31,1,2,98
nHand,nHand,29,35,1,2,99
nHand,nHandCustom,22,42,1,1,0
nHand,nHandCustom,21,43,1,1,1
nHand,nHandCustom,26,38,1,1,2
nHand,nHandCustom,21,43,1,1,3
nHand,nHandCustom,33,31,1,1,4
nHand,nHandCustom,17,47,1,1,5
nHand,nHandCustom,36,28,1,1,6
nHand,nHandCustom,25,39,1,1,7
nHand,nHandCustom,42,22,1,1,8
nHand,nHandCustom,22,42,1,1,9
nHand,nHandCustom,30,34,1,1,10
nHand,nHandCustom,27,37,1,1,11
nHand,nHandCustom,17,47,1,1,12
nHand,nHandCustom,39,25,1,1,13
nHand,nHandCustom,24,40,1,1,14
nHand,nHandCustom,24,40,1,1,15
nHand,nHandCustom,28,36,1,1,16
nHand,nHandCustom,14,50,1,1,17
nHand,nHandCustom,33,31,1,1,18
nHand,nHandCustom,12,52,1,1,19
nHand,nHandCustom,38,26,1,1,20
nHand,nHandCustom,30,34,1,1,21
nHand,nHandCustom,9,55,1,1,22
nHand,nHandCustom,24,40,1,1,23
nHand,nHandCustom,18,46,1,1,24
nHand,nHandCustom,24,40,1,1,25
nHand,nHandCustom,18,46,1,1,26
nHand,nHandCustom,36,28,1,1,27
nHand,nHandCustom,37,27,1,1,28
nHand,nHandCustom,33,31,1,1,29
nHand,nHandCustom,45,19,1,1,30
nHand,nHandCustom,17,47,1,1,31
nHand,nHandCustom,26,38,1,1,32
nHand,nHandCustom,23,41,1,1,33
nHand,nHandCustom,46,18,1,1,34
nHand,nHandCustom,30,34,1,1,35
nHand,nHandCustom,34,30,1,1,36
nHand,nHandCustom,35,29,1,1,37
nHand,nHandCustom,17,47,1,1,38
nHand,nHandCustom,36,28,1,1,39
nHand,nHandCustom,35,29,1,1,40
nHand,nHandCustom,19,45,1,1,41
nHand,nHandCustom,33,31,1,1,42
nHand,nHandCustom,29,35,1,1,43
nHand,nHandCustom,52,12,1,1,44
nHand,nHandCustom,28,36,1,1,45
nHand,nHandCustom,16,48,1,1,46
nHand,nHandCustom,16,48,1,1,47
nHand,nHandCustom,18,46,1,1,48
nHand,nHandCustom,18,46,1,1,49
nHand,nHandCustom,26,38,1,1,50
nHand,nHandCustom,22,42,1,1,51
nHand,nHandCustom,32,32,1,1,52
nHand,nHandCustom,18,46,1,1,53
nHand,nHandCustom,35,29,1,1,54
nHand,nHandCustom,19,45,1,1,55
nHand,nHandCustom,16,48,1,1,56
nHand,nHandCustom,27,37,1,1,57
nHand,nHandCustom,17,47,1,1,58
nHand,nHandCustom,28,36,1,1,59
nHand,nHandCustom,29,35,1,1,60
nHand,nHandCustom,22,42,1,1,61
nHand,nHandCustom,20,44,1,1,62
nHand,nHandCustom,32,32,1,1,63
nHand,nHandCustom,28,36,1,1,64
nHand,nHandCustom,28,36,1,1,65
nHand,nHandCustom,19,45,1,1,66
nHand,nHandCustom,31,33,1,1,67
nHand,nHandCustom,27,37,1,1,68
nHand,nHandCustom,27,37,1,1,69
nHand,nHandCustom,19,45,1,1,70
nHand,nHandCustom,21,43,1,1,71
nHand,nHandCustom,18,46,1,1,72
nHand,nHandCustom,16,48,1,1,73
nHand,nHandCustom,22,42,1,1,74
nHand,nHandCustom,34,30,1,1,75
nHand,nHandCustom,22,42,1,1,76
nHand,nHandCustom,21,43,1,1,77
nHand,nHandCustom,20,44,1,1,78
nHand,nHandCustom,15,49,1,1,79
nHand,nHandCustom,17,47,1,1,80
nHand,nHandCustom,23,41,1,1,81
nHand,nHandCustom,40,24,1,1,82
nHand,nHandCustom,29,35,1,1,83
nHand,nHandCustom,35,29,1,1,84
nHand,nHandCustom,21,43,1,1,85
nHand,nHandCustom,29,35,1,1,86
nHand,nHandCustom,37,27,1,1,87
nHand,nHandCustom,14,50,1,1,88
nHand,nHandCustom,15,49,1,1,89
nHand,nHandCustom,19,45,1,1,90
nHand,nHandCustom,34,30,1,1,91
nHand,nHandCustom,26,38,1,1,92
nHand,nHandCustom,37,27,1,1,93
nHand,nHandCustom,31,33,1,1,94
nHand,nHandCustom,24,40,1,1,95
nHand,nHandCustom,25,39,1,1,96
nHand,nHandCustom,55,9,1,1,97
nHand,nHandCustom,35,29,1,1,98
nHand,nHandCustom,18,46,1,1,99
nHand,nHandCustom,18,46,1,2,0
nHand,nHandCustom,18,46,1,2,1
nHand,nHandCustom,30,34,1,2,2
nHand,nHandCustom,24,40,1,2,3
nHand,nHandCustom,13,51,1,2,4
nHand,nHandCustom,24,40,1,2,5
nHand,nHandCustom,17,47,1,2,6
nHand,nHandCustom,24,40,1,2,7
nHand,nHandCustom,34,30,1,2,8
nHand,nHandCustom,25,39,1,2,9
nHand,nHandCustom,12,52,1,2,10
nHand,nHandCustom,19,45,1,2,11
nHand,nHandCustom,15,49,1,2,12
nHand,nHandCustom,24,40,1,2,13
nHand,nHandCustom,22,42,1,2,14
nHand,nHandCustom,19,45,1,2,15
nHand,nHandCustom,31,33,1,2,16
nHand,nHandCustom,32,32,1,2,17
nHand,nHandCustom,30,34,1,2,18
nHand,nHandCustom,25,39,1,2,19
nHand,nHandCustom,40,24,1,2,20
nHand,nHandCustom,27,37,1,2,21
nHand,nHandCustom,41,23,1,2,22
nHand,nHandCustom,24,40,1,2,23
nHand,nHandCustom,23,41,1,2,24
nHand,nHandCustom,28,36,1,2,25
nHand,nHandCustom,14,50,1,2,26
nHand,nHandCustom,28,36,1,2,27
nHand,nHandCustom,21,43,1,2,28
nHand,nHandCustom,28,36,1,2,29
nHand,nHandCustom,31,33,1,2,30
nHand,nHandCustom,25,39,1,2,31
nHand,nHandCustom,26,38,1,2,32
nHand,nHandCustom,19,45,1,2,33
nHand,nHandCustom,37,27,1,2,34
nHand,nHandCustom,22,42,1,2,35
nHand,nHandCustom,20,44,1,2,36
nHand,nHandCustom,28,36,1,2,37
nHand,nHandCustom,27,37,1,2,38
nHand,nHandCustom,38,26,1,2,39
nHand,nHandCustom,23,41,1,2,40
nHand,nHandCustom,19,45,1,2,41
nHand,nHandCustom,17,47,1,2,42
nHand,nHandCustom,17,47,1,2,43
nHand,nHandCustom,17,47,1,2,44
nHand,nHandCustom,19,45,1,2,45
nHand,nHandCustom,25,39,1,2,46
nHand,nHandCustom,17,47,1,2,47
nHand,nHandCustom,23,41,1,2,48
nHand,nHandCustom,29,35,1,2,49
nHand,nHandCustom,26,38,1,2,50
nHand,nHandCustom,25,39,1,2,51
nHand,nHandCustom,22,42,1,2,52
nHand,nHandCustom,14,50,1,2,53
nHand,nHandCustom,20,44,1,2,54
nHand,nHandCustom,37,27,1,2,55
nHand,nHandCustom,24,40,1,2,56
nHand,nHandCustom,22,42,1,2,57
nHand,nHandCustom,23,41,1,2,58
nHand,nHandCustom,38,26,1,2,59
nHand,nHandCustom,17,47,1,2,60
nHand,nHandCustom,24,40,1,2,61
nHand,nHandCustom,37,27,1,2,62
nHand,nHandCustom,34,30,1,2,63
nHand,nHandCustom,41,23,1,2,64
nHand,nHandCustom,25,39,1,2,65
nHand,nHandCustom,23,41,1,2,66
nHand,nHandCustom,26,38,1,2,67
nHand,nHandCustom,14,50,1,2,68
nHand,nHandCustom,16,48,1,2,69
nHand,nHandCustom,20,44,1,2,70
nHand,nHandCustom,27,37,1,2,71
nHand,nHandCustom,19,45,1,2,72
nHand,nHandCustom,17,47,1,2,73
nHand,nHandCustom,22,42,1,2,74
nHand,nHandCustom,35,29,1,2,75
nHand,nHandCustom,26,38,1,2,76
nHand,nHandCustom,23,41,1,2,77
nHand,nHandCustom,21,43,1,2,78
nHand,nHandCustom,17,47,1,2,79
nHand,nHandCustom,17,47,1,2,80
nHand,nHandCustom,24,40,1,2,81
nHand,nHandCustom,23,41,1,2,82
nHand,nHandCustom,16,48,1,2,83
nHand,nHandCustom,39,25,1,2,84
nHand,nHandCustom,38,26,1,2,85
nHand,nHandCustom,17,47,1,2,86
nHand,nHandCustom,24,40,1,2,87
nHand,nHandCustom,22,42,1,2,88
nHand,nHandCustom,21,43,1,2,89
nHand,nHandCustom,17,47,1,2,90
nHand,nHandCustom,13,51,1,2,91
nHand,nHandCustom,44,20,1,2,92
nHand,nHandCustom,19,45,1,2,93
nHand,nHandCustom,17,47,1,2,94
nHand,nHandCustom,21,43,1,2,95
nHand,nHandCustom,26,38,1,2,96
nHand,nHandCustom,43,21,1,2,97
nHand,nHandCustom,38,26,1,2,98
nHand,nHandCustom,18,46,1,2,99
nHand,nLeast,44,20,1,1,0
nHand,nLeast,48,16,1,1,1
nHand,nLeast,47,17,1,1,2
nHand,nLeast,40,23,1,1,3
nHand,nLeast,10,53,1,1,4
nHand,nLeast,12,52,1,1,5
nHand,nLeast,49,15,1,1,6
nHand,nLeast,49,15,1,1,7
nHand,nLeast,9,54,1,1,8
nHand,nLeast,16,48,1,1,9
nHand,nLeast,47,16,1,1,10
nHand,nLeast,22,42,1,1,11
nHand,nLeast,18,46,1,1,12
nHand,nLeast,12,52,1,1,13
nHand,nLeast,28,36,1,1,14
nHand,nLeast,58,3,1,1,15
nHand,nLeast,18,46,1,1,16
nHand,nLeast,15,49,1,1,17
nHand,nLeast,38,26,1,1,18
nHand,nLeast,19,45,1,1,19
nHand,nLeast,0,50,1,1,20
nHand,nLeast,17,47,1,1,21
nHand,nLeast,30,34,1,1,22
nHand,nLeast,0,49,1,1,23
nHand,nLeast,29,35,1,1,24
nHand,nLeast,32,28,1,1,25
nHand,nLeast,31,33,1,1,26
nHand,nLeast,60,4,1,1,27
nHand,nLeast,12,52,1,1,28
nHand,nLeast,37,27,1,1,29
nHand,nLeast,30,34,1,1,30
nHand,nLeast,23,41,1,1,31
nHand,nLeast,7,53,1,1,32
nHand,nLeast,37,27,1,1,33
nHand,nLeast,29,35,1,1,34
nHand,nLeast,41,0,1,1,35
nHand,nLeast,0,48,1,1,36
nHand,nLeast,20,44,1,1,37
nHand,nLeast,43,21,1,1,38
nHand,nLeast,12,51,1,1,39
nHand,nLeast,11,52,1,1,40
nHand,nLeast,57,3,1,1,41
nHand,nLeast,26,38,1,1,42
nHand,nLeast,0,58,1,1,43
nHand,nLeast,28,36,1,1,44
nHand,nLeast,17,47,1,1,45
nHand,nLeast,18,46,1,1,46
nHand,nLeast,43,0,1,1,47
nHand,nLeast,22,42,1,1,48
nHand,nLeast,3,53,1,1,49
nHand,nLeast,37,27,1,1,50
nHand,nLeast,42,22,1,1,51
nHand,nLeast,26,38,1,1,52
nHand,nLeast,50,14,1,1,53
nHand,nLeast,39,0,1,1,54
nHand,nLeast,16,48,1,1,55
nHand,nLeast,20,44,1,1,56
nHand,nLeast,41,23,1,1,57
nHand,nLeast,22,42,1,1,58
nHand,nLeast,36,28,1,1,59
nHand,nLeast,41,23,1,1,60
nHand,nLeast,8,55,1,1,61
nHand,nLeast,17,47,1,1,62
nHand,nLeast,20,44,1,1,63
nHand,nLeast,0,50,1,1,64
nHand,nLeast,47,17,1,1,65
nHand,nLeast,46,16,1,1,66
nHand,nLeast,31,33,1,1,67
nHand,nLeast,55,3,1,1,68
nHand,nLeast,28,36,1,1,69
nHand,nLeast,34,30,1,1,70
nHand,nLeast,28,36,1,1,71
nHand,nLeast,27,37,1,1,72
nHand,nLeast,57,4,1,1,73
nHand,nLeast,34,30,1,1,74
nHand,nLeast,6,58,1,1,75
nHand,nLeast,26,38,1,1,76
nHand,nLeast,17,47,1,1,77
nHand,nLeast,35,29,1,1,78
nHand,nLeast,22,42,1,1,79
nHand,nLeast,45,19,1,1,80
nHand,nLeast,24,39,1,1,81
nHand,nLeast,32,32,1,1,82
nHand,nLeast,36,28,1,1,83
nHand,nLeast,14,50,1,1,84
nHand,nLeast,54,10,1,1,85
nHand,nLeast,21,42,1,1,86
nHand,nLeast,13,50,1,1,87
nHand,nLeast,22,42,1,1,88
nHand,nLeast,20,44,1,1,89
nHand,nLeast,28,36,1,1,90
nHand,nLeast,27,37,1,1,91
nHand,nLeast,0,41,1,1,92
nHand,nLeast,43,0,1,1,93
nHand,nLeast,13,51,1,1,94
nHand,nLeast,25,39,1,1,95
nHand,nLeast,11,53,1,1,96
nHand,nLeast,21,43,1,1,97
nHand,nLeast,24,40,1,1,98
nHand,nLeast,40,24,1,1,99
nHand,nLeast,52,12,1,2,0
nHand,nLeast,48,16,1,2,1
nHand,nLeast,51,13,1,2,2
nHand,nLeast,42,22,1,2,3
nHand,nLeast,21,43,1,2,4
nHand,nLeast,10,54,1,2,5
nHand,nLeast,51,13,1,2,6
nHand,nLeast,49,15,1,2,7
nHand,nLeast,13,51,1,2,8
nHand,nLeast,25,39,1,2,9
nHand,nLeast,47,16,1,2,10
nHand,nLeast,27,37,1,2,11
nHand,nLeast,18,46,1,2,12
nHand,nLeast,13,51,1,2,13
nHand,nLeast,28,36,1,2,14
nHand,nLeast,58,3,1,2,15
nHand,nLeast,15,49,1,2,16
nHand,nLeast,15,49,1,2,17
nHand,nLeast,36,28,1,2,18
nHand,nLeast,19,45,1,2,19
nHand,nLeast,0,50,1,2,20
nHand,nLeast,22,42,1,2,21
nHand,nLeast,30,34,1,2,22
nHand,nLeast,0,49,1,2,23
nHand,nLeast,30,34,1,2,24
nHand,nLeast,32,29,1,2,25
nHand,nLeast,32,32,1,2,26
nHand,nLeast,60,4,1,2,27
nHand,nLeast,15,49,1,2,28
nHand,nLeast,37,27,1,2,29
nHand,nLeast,30,34,1,2,30
nHand,nLeast,15,48,1,2,31
nHand,nLeast,9,53,1,2,32
nHand,nLeast,41,23,1,2,33
nHand,nLeast,29,35,1,2,34
nHand,nLeast,41,0,1,2,35
nHand,nLeast,0,48,1,2,36
nHand,nLeast,20,44,1,2,37
nHand,nLeast,43,21,1,2,38
nHand,nLeast,13,51,1,2,39
nHand,nLeast,13,51,1,2,40
nHand,nLeast,57,3,1,2,41
nHand,nLeast,26,38,1,2,42
nHand,nLeast,0,58,1,2,43
nHand,nLeast,30,33,1,2,44
nHand,nLeast,17,47,1,2,45
nHand,nLeast,18,46,1,2,46
nHand,nLeast,43,0,1,2,47
nHand,nLeast,25,39,1,2,48
nHand,nLeast,15,49,1,2,49
nHand,nLeast,37,27,1,2,50
nHand,nLeast,44,20,1,2,51
nHand,nLeast,26,38,1,2,52
nHand,nLeast,50,14,1,2,53
nHand,nLeast,39,0,1,2,54
nHand,nLeast,21,43,1,2,55
nHand,nLeast,20,44,1,2,56
nHand,nLeast,39,25,1,2,57
nHand,nLeast,22,42,1,2,58
nHand,nLeast,45,19,1,2,59
nHand,nLeast,40,24,1,2,60
nHand,nLeast,18,46,1,2,61
nHand,nLeast,14,50,1,2,62
nHand,nLeast,23,41,1,2,63
nHand,nLeast,0,50,1,2,64
nHand,nLeast,53,11,1,2,65
nHand,nLeast,46,17,1,2,66
nHand,nLeast,31,33,1,2,67
nHand,nLeast,55,3,1,2,68
nHand,nLeast,28,36,1,2,69
nHand,nLeast,34,30,1,2,70
nHand,nLeast,28,36,1,2,71
nHand,nLeast,27,37,1,2,72
nHand,nLeast,57,7,1,2,73
nHand,nLeast,34,30,1,2,74
nHand,nLeast,6,58,1,2,75
nHand,nLeast,26,38,1,2,76
nHand,nLeast,19,45,1,2,77
nHand,nLeast,35,29,1,2,78
nHand,nLeast,27,37,1,2,79
nHand,nLeast,45,19,1,2,80
nHand,nLeast,29,35,1,2,81
nHand,nLeast,32,32,1,2,82
nHand,nLeast,36,28,1,2,83
nHand,nLeast,21,43,1,2,84
nHand,nLeast,54,10,1,2,85
nHand,nLeast,28,36,1,2,86
nHand,nLeast,24,40,1,2,87
nHand,nLeast,18,46,1,2,88
nHand,nLeast,23,41,1,2,89
nHand,nLeast,28,36,1,2,90
nHand,nLeast,27,37,1,2,91
nHand,nLeast,0,41,1,2,92
nHand,nLeast,43,0,1,2,93
nHand,nLeast,15,49,1,2,94
nHand,nLeast,25,39,1,2,95
nHand,nLeast,12,52,1,2,96
nHand,nLeast,25,39,1,2,97
nHand,nLeast,20,44,1,2,98
nHand,nLeast,40,24,1,2,99
nHand,nMost,26,0,1,1,0
nHand,nMost,18,46,1,1,1
nHand,nMost,29,35,1,1,2
nHand,nMost,24,40,1,1,3
nHand,nMost,17,47,1,1,4
nHand,nMost,20,44,1,1,5
nHand,nMost,12,52,1,1,6
nHand,nMost,32,32,1,1,7
nHand,nMost,36,28,1,1,8
nHand,nMost,34,30,1,1,9
nHand,nMost,14,50,1,1,10
nHand,nMost,48,16,1,1,11
nHand,nMost,27,37,1,1,12
nHand,nMost,30,34,1,1,13
nHand,nMost,7,57,1,1,14
nHand,nMost,30,34,1,1,15
nHand,nMost,40,24,1,1,16
nHand,nMost,39,25,1,1,17
nHand,nMost,37,27,1,1,18
nHand,nMost,40,24,1,1,19
nHand,nMost,7,56,1,1,20
nHand,nMost,19,45,1,1,21
nHand,nMost,18,46,1,1,22
nHand,nMost,54,10,1,1,23
nHand,nMost,7,57,1,1,24
nHand,nMost,48,16,1,1,25
nHand,nMost,3,61,1,1,26
nHand,nMost,34,30,1,1,27
nHand,nMost,15,49,1,1,28
nHand,nMost,31,33,1,1,29
nHand,nMost,37,27,1,1,30
nHand,nMost,23,41,1,1,31
nHand,nMost,22,42,1,1,32
nHand,nMost,26,38,1,1,33
nHand,nMost,43,21,1,1,34
nHand,nMost,22,42,1,1,35
nHand,nMost,40,24,1,1,36
nHand,nMost,29,9,1,1,37
nHand,nMost,27,37,1,1,38
nHand,nMost,11,53,1,1,39
nHand,nMost,44,20,1,1,40
nHand,nMost,50,14,1,1,41
nHand,nMost,39,25,1,1,42
nHand,nMost,43,21,1,1,43
nHand,nMost,30,34,1,1,44
nHand,nMost,39,25,1,1,45
nHand,nMost,44,20,1,1,46
nHand,nMost,26,38,1,1,47
nHand,nMost,46,18,1,1,48
nHand,nMost,29,35,1,1,49
nHand,nMost,51,0,1,1,50
nHand,nMost,24,40,1,1,51
nHand,nMost,0,63,1,1,52
nHand,nMost,28,36,1,1,53
nHand,nMost,26,38,1,1,54
nHand,nMost,27,37,1,1,55
nHand,nMost,22,42,1,1,56
nHand,nMost,30,34,1,1,57
nHand,nMost,35,29,1,1,58
nHand,nMost,35,29,1,1,59
nHand,nMost,31,33,1,1,60
nHand,nMost,35,29,1,1,61
nHand,nMost,29,35,1,1,62
nHand,nMost,24,40,1,1,63
nHand,nMost,35,29,1,1,64
nHand,nMost,22,42,1,1,65
nHand,nMost,55,3,1,1,66
nHand,nMost,21,43,1,1,67
nHand,nMost,23,41,1,1,68
nHand,nMost,45,19,1,1,69
nHand,nMost,28,36,1,1,70
nHand,nMost,29,35,1,1,71
nHand,nMost,50,14,1,1,72
nHand,nMost,32,32,1,1,73
nHand,nMost,27,37,1,1,74
nHand,nMost,58,5,1,1,75
nHand,nMost,32,32,1,1,76
nHand,nMost,37,27,1,1,77
nHand,nMost,6,58,1,1,78
nHand,nMost,45,19,1,1,79
nHand,nMost,22,42,1,1,80
nHand,nMost,31,33,1,1,81
nHand,nMost,38,26,1,1,82
nHand,nMost,26,38,1,1,83
nHand,nMost,34,30,1,1,84
nHand,nMost,37,27,1,1,85
nHand,nMost,17,47,1,1,86
nHand,nMost,28,36,1,1,87
nHand,nMost,39,25,1,1,88
nHand,nMost,29,35,1,1,89
nHand,nMost,18,46,1,1,90
nHand,nMost,23,41,1,1,91
nHand,nMost,56,8,1,1,92
nHand,nMost,24,40,1,1,93
nHand,nMost,48,16,1,1,94
nHand,nMost,22,42,1,1,95
nHand,nMost,30,34,1,1,96
nHand,nMost,4,60,1,1,97
nHand,nMost,16,48,1,1,98
nHand,nMost,34,30,1,1,99
nHand,nMost,26,0,1,2,0
nHand,nMost,18,46,1,2,1
nHand,nMost,29,35,1,2,2
nHand,nMost,24,40,1,2,3
nHand,nMost,17,47,1,2,4
nHand,nMost,20,44,1,2,5
nHand,nMost,12,52,1,2,6
nHand,nMost,32,32,1,2,7
nHand,nMost,36,28,1,2,8
nHand,nMost,34,30,1,2,9
nHand,nMost,14,50,1,2,10
nHand,nMost,48,16,1,2,11
nHand,nMost,27,37,1,2,12
nHand,nMost,30,34,1,2,13
nHand,nMost,7,57,1,2,14
nHand,nMost,30,34,1,2,15
nHand,nMost,40,24,1,2,16
nHand,nMost,39,25,1,2,17
nHand,nMost,37,27,1,2,18
nHand,nMost,40,24,1,2,19
nHand,nMost,7,56,1,2,20
nHand,nMost,19,45,1,2,21
nHand,nMost,18,46,1,2,22
nHand,nMost,54,10,1,2,23
nHand,nMost,7,57,1,2,24
nHand,nMost,48,16,1,2,25
nHand,nMost,3,61,1,2,26
nHand,nMost,34,30,1,2,27
nHand,nMost,15,49,1,2,28
nHand,nMost,31,33,1,2,29
nHand,nMost,37,27,1,2,30
nHand,nMost,23,41,1,2,31
nHand,nMost,22,42,1,2,32
nHand,nMost,26,38,1,2,33
nHand,nMost,43,21,1,2,34
nHand,nMost,22,42,1,2,35
nHand,nMost,40,24,1,2,36
nHand,nMost,29,9,1,2,37
nHand,nMost,27,37,1,2,38
nHand,nMost,11,53,1,2,39
nHand,nMost,44,20,1,2,40
nHand,nMost,50,14,1,2,41
nHand,nMost,39,25,1,2,42
nHand,nMost,43,21,1,2,43
nHand,nMost,30,34,1,2,44
nHand,nMost,39,25,1,2,45
nHand,nMost,44,20,1,2,46
nHand,nMost,26,38,1,2,47
nHand,nMost,46,18,1,2,48
nHand,nMost,29,35,1,2,49
nHand,nMost,51,0,1,2,50
nHand,nMost,24,40,1,2,51
nHand,nMost,0,63,1,2,52
nHand,nMost,28,36,1,2,53
nHand,nMost,26,38,1,2,54
nHand,nMost,27,37,1,2,55
nHand,nMost,22,42,1,2,56
nHand,nMost,30,34,1,2,57
nHand,nMost,35,29,1,2,58
nHand,nMost,35,29,1,2,59
nHand,nMost,31,33,1,2,60
nHand,nMost,35,29,1,2,61
nHand,nMost,29,35,1,2,62
nHand,nMost,24,40,1,2,63
nHand,nMost,35,29,1,2,64
nHand,nMost,22,42,1,2,65
nHand,nMost,55,3,1,2,66
nHand,nMost,21,43,1,2,67
nHand,nMost,23,41,1,2,68
nHand,nMost,45,19,1,2,69
nHand,nMost,28,36,1,2,70
nHand,nMost,29,35,1,2,71
nHand,nMost,50,14,1,2,72
nHand,nMost,32,32,1,2,73
nHand,nMost,27,37,1,2,74
nHand,nMost,58,5,1,2,75
nHand,nMost,32,32,1,2,76
nHand,nMost,37,27,1,2,77
nHand,nMost,6,58,1,2,78
nHand,nMost,45,19,1,2,79
nHand,nMost,22,42,1,2,80
nHand,nMost,31,33,1,2,81
nHand,nMost,38,26,1,2,82
nHand,nMost,26,38,1,2,83
nHand,nMost,34,30,1,2,84
nHand,nMost,37,27,1,2,85
nHand,nMost,17,47,1,2,86
nHand,nMost,28,36,1,2,87
nHand,nMost,39,25,1,2,88
nHand,nMost,29,35,1,2,89
nHand,nMost,18,46,1,2,90
nHand,nMost,23,41,1,2,91
nHand,nMost,56,8,1,2,92
nHand,nMost,24,40,1,2,93
nHand,nMost,48,16,1,2,94
nHand,nMost,22,42,1,2,95
nHand,nMost,30,34,1,2,96
nHand,nMost,4,60,1,2,97
nHand,nMost,16,48,1,2,98
nHand,nMost,34,30,1,2,99
nHand,oseroAI,26,38,1,1,0
nHand,oseroAI,33,31,1,1,1
nHand,oseroAI,46,18,1,1,2
nHand,oseroAI,20,44,1,1,3
nHand,oseroAI,34,30,1,1,4
nHand,oseroAI,27,37,1,1,5
nHand,oseroAI,45,19,1,1,6
nHand,oseroAI,24,40,1,1,7
nHand,oseroAI,25,39,1,1,8
nHand,oseroAI,47,17,1,1,9
nHand,oseroAI,34,30,1,1,10
nHand,oseroAI,45,19,1,1,11
nHand,oseroAI,22,42,1,1,12
nHand,oseroAI,38,26,1,1,13
nHand,oseroAI,50,14,1,1,14
nHand,oseroAI,38,26,1,1,15
nHand,oseroAI,43,21,1,1,16
nHand,oseroAI,33,31,1,1,17
nHand,oseroAI,31,33,1,1,18
nHand,oseroAI,39,25,1,1,19
nHand,oseroAI,29,35,1,1,20
nHand,oseroAI,24,40,1,1,21
nHand,oseroAI,26,38,1,1,22
nHand,oseroAI,45,19,1,1,23
nHand,oseroAI,39,25,1,1,24
nHand,oseroAI,41,23,1,1,25
nHand,oseroAI,47,17,1,1,26
nHand,oseroAI,33,31,1,1,27
nHand,oseroAI,42,22,1,1,28
nHand,oseroAI,30,34,1,1,29
nHand,oseroAI,18,46,1,1,30
nHand,oseroAI,29,35,1,1,31
nHand,oseroAI,55,8,1,1,32
nHand,oseroAI,42,22,1,1,33
nHand,oseroAI,42,22,1,1,34
nHand,oseroAI,26,38,1,1,35
nHand,oseroAI,49,15,1,1,36
nHand,oseroAI,34,30,1,1,37
nHand,oseroAI,22,42,1,1,38
nHand,oseroAI,27,37,1,1,39
nHand,oseroAI,19,45,1,1,40
nHand,oseroAI,35,29,1,1,41
nHand,oseroAI,35,29,1,1,42
nHand,oseroAI,17,47,1,1,43
nHand,oseroAI,23,41,1,1,44
nHand,oseroAI,27,37,1,1,45
nHand,oseroAI,37,27,1,1,46
nHand,oseroAI,33,31,1,1,47
nHand,oseroAI,34,30,1,1,48
nHand,oseroAI,42,22,1,1,49
nHand,oseroAI,26,38,1,1,50
nHand,oseroAI,24,40,1,1,51
nHand,oseroAI,22,42,1,1,52
nHand,oseroAI,44,20,1,1,53
nHand,oseroAI,11,53,1,1,54
nHand,oseroAI,33,31,1,1,55
nHand,oseroAI,40,24,1,1,56
nHand,oseroAI,44,20,1,1,57
nHand,oseroAI,44,20,1,1,58
nHand,oseroAI,24,40,1,1,59
nHand,oseroAI,41,23,1,1,60
nHand,oseroAI,58,6,1,1,61
nHand,oseroAI,43,21,1,1,62
nHand,oseroAI,33,31,1,1,63
nHand,oseroAI,36,28,1,1,64
nHand,oseroAI,31,33,1,1,65
nHand,oseroAI,34,30,1,1,66
nHand,oseroAI,42,22,1,1,67
nHand,oseroAI,42,22,1,1,68
nHand,oseroAI,45,19,1,1,69
nHand,oseroAI,28,36,1,1,70
nHand,oseroAI,37,27,1,1,71
nHand,oseroAI,49,15,1,1,72
nHand,oseroAI,36,28,1,1,73
nHand,oseroAI,30,34,1,1,74
nHand,oseroAI,39,25,1,1,75
nHand,oseroAI,39,25,1,1,76
nHand,oseroAI,48,16,1,1,77
nHand,oseroAI,52,11,1,1,78
nHand,oseroAI,46,18,1,1,79
nHand,oseroAI,46,18,1,1,80
nHand,oseroAI,40,24,1,1,81
nHand,oseroAI,23,41,1,1,82
nHand,oseroAI,40,24,1,1,83
nHand,oseroAI,44,20,1,1,84
nHand,oseroAI,46,18,1,1,85
nHand,oseroAI,31,33,1,1,86
nHand,oseroAI,30,34,1,1,87
nHand,oseroAI,51,13,1,1,88
nHand,oseroAI,62,1,1,1,89
nHand,oseroAI,58,6,1,1,90
nHand,oseroAI,36,28,1,1,91
nHand,oseroAI,22,42,1,1,92
nHand,oseroAI,31,33,1,1,93
nHand,oseroAI,24,40,1,1,94
nHand,oseroAI,9,55,1,1,95
nHand,oseroAI,30,34,1,1,96
nHand,oseroAI,35,29,1,1,97
nHand,oseroAI,34,30,1,1,98
nHand,oseroAI,35,29,1,1,99
nHand,oseroAI,27,37,1,2,0
nHand,oseroAI,25,39,1,2,1
nHand,oseroAI,26,38,1,2,2
nHand,oseroAI,34,30,1,2,3
